"uuid","store_name","store_street","store_street2","store_city","store_state","store_zip","store_phone","Ycoord","Xcoord"
"73","Fork & Anchor","8955 Main Road","","East Marion","NY","11939","(631) 477-3277","41.127023","-72.341483"
"74","FOUR SEASONS NATURAL FOODS","33 PHILA STREET","","SARATOGA SPRINGS","NY","12866","(518) 584-4670","43.0804606","-73.7840426"
"75","Gigi Market","227 Pitcher Lane","","Red Hook","NY","12571","845-758-1999","41.9950919","-73.8754114"
"76","Ginger Corner Market","217 S Michigan Ave","","Pasadena","CA","91106","(626) 795-2447","34.1419965","-118.1261223"
"77","Golden Goose Market","179 Commercial St","#724","Boston","MA","2109","617-367-3198","42.3627951","-71.0518837"
"78","GOOD FOOD STORE","ROUTE 2","","BETHEL","ME","4217","(207) 824-3754","44.4044586","-70.7898806"
"79","GOOD HEALTH NATURAL FOOD:HANOV","219 COLUMBIA RD","","HANOVER","MA","2339","(781) 826-0808","42.1131924","-70.8179176"
"80","Gourmet Guild of Williamsburg","110 Broadway","","Brooklyn","NY","11249","718-388-7726","40.7103887","-73.9647665"
"81","Gracefully","28 Avenue A","","New York","NY","10009","(212) 677-8181","40.7232501","-73.9853884"
"82","Green Meadows Farm","75 Railroad Avenue","","South Hamilton","MA","1982","978-468-2277","42.611102","-70.8758568"
"83","GREENFIELDS MARKET","144 MAIN ST","","GREENFIELD","MA","1301","(413) 773-9567","42.588137","-72.603935"
"84","GreenStar:Oasis","215 N. Cayuga St.","","Ithaca","NY","14850","(607) 273-8210","42.4408648","-76.4985374"
"85","Greenstar:WestEnd","701 W. Buffalo St.","","Ithaca","NY","14850","607-273-9392","42.44057","-76.511028"
"86","GUIDO'S:Great Barrington","760 SOUTH MAIN STREET","","GREAT BARRINGTON","MA","1230","(413) 528-9255","42.178147","-73.3624656"
"87","GUIDO'S:Pittsfield","1020 South St","","PITTSFIELD","MA","1201","(413) 442-9912","42.4084032","-73.2637368"
"88","Hannah Grimes Marketplace","42 Main Street","","Keene","","3431","03431","42.9327503","-72.2781808"
"89","Happy Family Brands","509 W. Hays St.","","Boise","ID","83702","208.338.6534 ext. 816","43.6192459","-116.195543"
"90","HARVEST COOP Cambridge","581 MASS AVE","","CAMBRIDGE","MA","2139","(617) 661-1580","42.3650221","-71.1027573"
"91","HARVEST COOP Jamaica Plain","57 SOUTH ST","","JAMAICA PLAIN","MA","2130","(617) 524-1667","42.3077979","-71.1156086"
"92","Health Foods Unlimited","2250 Miamisburg Centerville Rd.","","Centerville","OH","45459","(937) 433-5100","39.6400784","-84.1751648"
"93","Health Market-Hy-Vee","3801 East Washington Ave","","Madison","WI","53704","608 244 4696","43.118894","-89.3208702"
"94","Healthway Natural Foods","35 River Edge Rd","","Tenafly","NJ","7670","201-569-4558","40.9253766","-73.9629154"
"95","Healthy Habits Natural Market","1120 Centre Turnpike","Rt. 61","Orwigsburg","PA","17961","570-366-2620","40.654813","-76.1007713"
"96","Healthy Living","222 Dorset St","","South Burlington","VT","5403","(802) 863-2569","44.4493489","-73.1607806"
"97","Herbal Path Natural Pharmacy","839 Central Ave","","Dover","NH","3820","603-740-8400","43.215925","-70.8800969"
"98","Hickoree's Hard Goods","109 South 6th Street #2","","Brooklyn","NY","11211","","40.7118822","-73.9679896"
"99","HONEST WEIGHT","484 CENTRAL AVE.","","ALBANY","NY","12206","(518) 482-2667","42.6693888","-73.7780187"
"100","How on Earth","62 Marion RD","","Mattapoisett","MA","2739","(508) 758-1341","41.6632041","-70.7891349"
"101","HUNGRY HOLLOW COUNTRY STORE","28 BETHEL RD","","WEST PARIS","ME","4289","(207) 674-3012","44.2895638","-70.5263638"
"102","IdlyWilde Farms","366 Central Street","","Acton","MA","1720","(978) 263-5943","42.4830304","-71.4771361"
"103","IPSWICH SHELLFISH FISH MARKET"," 8 Hayward Street","","IPSWICH","MA","1938","(978) 356-6941","42.6743949","-70.8428704"
"104","IT'S ONLY NATURAL MARKET","575 MAIN STREET","","MIDDLETOWN","CT","6457","(860) 346-1786","41.563702","-72.651944"
"105","Jackson Whole Grocer","974 West Broadway","","Jackson","WY","83002","","43.4695241","-110.7891704"
"106","Joan's On Third","8350 West Third St","","Los Angeles","CA","90048","323-655-2285","34.0741548","-118.3724915"
"107","JOHN EDWARDS NATURAL FOODS","158 MAIN ST","","ELLSWORTH","ME","4605","(207) 667-9377","44.5420183","-68.4230226"
"108","Joppa Fine Foods","50 Water Street-The Tannery","","Newburyport","MA","1950","978.462.4662","42.8125913","-70.8772751"
"109","Joyus","375 Alabama Street","Suite 325","San Francisco","CA","94110","415-975-9812","37.764572","-122.411845"
"110","Just Natural Vitamins and Herbs","8001 Brookmead Court","","Severn","MD","21144","443-599-9647","39.125849","-76.710738"
"111","Kimberton Whole Foods Downington","150 East Pennsylvania Avenue","","Downingtown","PA","19335","","40.007529","-75.700772"
"112","Kimberton Whole Foods- Kimberton","2140 Kimberton Road","","Phoenixville","PA","19460","(610) 935-1444","40.1303822","-75.5149128"
"113","King Arthur Flour Shop","135 US 5 North","","Norwich","VT","","(802) 649-3361","43.702618","-72.311363"
"114","LA BONNE & SONS INC-SALS","22 ACADEMY STREET *****150***","","SALISBURY","CT","6068","(860) 435-2559","42.023677","-73.4415929"
"115","LA PROVENCE","105 THOREAU STREET","","CONCORD","MA","1742","(978) 371-7428","42.456522","-71.3567569"
"116","Lassens:Bakersfield","4308 California Avenue","","Bakersfield","CA","93309","661.324.6990","35.3672796","-119.05017"
"117","Lassens:Corporate","4071 East Main Street","","Ventura","CA","93003","805.644.6990","34.2645112","-119.2370853"
"118","Lassens:Fresno","9439 N Fort Washington Rd","","Fresno","CA","93730","559.434.6990","36.8739446","-119.7776884"
"119","Lassens:Goleta","5154 Hollister Avenue","","Santa Barbara","CA","93111","805.683.7696","34.4349859","-119.8037283"
"120","Lassens:Los Feliz","2080 Hillhurst Ave","","Los Angeles","CA","90027","323.660.0052","34.1097132","-118.2874055"
"121","Lassens:Santa Maria","1790 S. Broadway","","Santa Maria","CA","93454","805.925.3432","34.9279259","-120.4359152"
"122","Lassens:Simi Valley","2955 Cochran Street","Suite A4","Simi Valley","CA","93065","805.522.6990","34.2816187","-118.739241"
"123","Lassens:Thousand Oaks","2857 E. Thousand Oaks Blvd","","Thousand Oaks","CA","91362","805.495.2609","34.1710813","-118.8383704"
"124","Lassens:Ventura","4071 East Main Street","","Ventura","CA","93003","805.644.6990","34.2641303","-119.2372089"
"125","LITTLETON CONSUMER COOP INC",""43 Bethlehem Road  Littleton"," NH 03561"","","LITTLETON","NH","3561","(603) 444-2800","44.3061628","-71.7701237"
"126","LIVING EARTH","232 CHANDLER ST","","WORCESTER","MA","1609","(508) 753-1896","42.260967","-71.820272"
"127",""Locke"," Stock and Barrel"","","","Great Barrington","MA","1230","(413) 528-0800","42.1959798","-73.362008"
"128","Lois' Natural Marketplace","152 US RTE 1","","Scarborough","ME","4074","(207) 885-0602","43.6083314","-70.3976368"
"129","Lose it Right","P.O Box 335","3152 Little Road","Trinity","FL","34655","727 505 4481","28.1808458","-82.6817662"
"130","Lunardi's Markets","","","","","","","",""
"131","MAIN STREET GRAINERY","15 MAIN ST","","CHATHAM","NY","12037","(518) 392-5225","42.3627038","-73.5960544"
"132","Main Street Market:Wisconsin","1 South Main Street","","Rice Lake","WI","54868","(715) 234-7045","45.501551","-91.733011"
"133","MAPLE CORNER STORE","P.O. BOX 204","","CALAIS","VT","5648","(802) 229-4329","44.3886867","-72.4922086"
"134","Marble Hill Farm","29 Great Road","","Stow","MA","1775","978.897.3622","42.43118","-71.4777469"
"135","Market Day","135 Port Rd","Lower Village","Kennebunk","ME","4043","207.967.5577","43.3845306","-70.54399"
"136","Mary's Marvelous","107 Newtown Lane","","East Hampton","NY","11937","(631) 267-8796","40.9651627","-72.1912075"
"137","Megunticook Market","2 Gould Street","","Camden","ME","4843","207-236-3537","44.2168084","-69.0778205"
"138","Milk and Honey Green Grocer","32 Church St","","Salem","MA","1970","978-744-6639","42.5226473","-70.8952756"
"139","MOM's Organic Market: Waldorf","3301 Plaza Way","","Waldorf","MD","20603","","38.6232535","-76.9187793"
"140","MOM's Organic Market:Alexandria","3831 Mount Vernon Avenue","","Alexandria","VA","22305","703-535-5980","38.8410113","-77.0624614"
"141","MOM's Organic Market:Bowie","6824 Race Track Rd","","Bowie","MD","20715","240-556-1700","38.983504","-76.7290175"
"142","MOM's Organic Market:College Park","9827 Rhode Island Ave","","College Park","MD","20740","(301) 220-1100","38.9831999","-76.9309535"
"143","MOM's Organic Market:Fairfax","8298 Glass Alley","#22 Fairfax","Fairfax","VA","22031","","38.8462236","-77.3063733"
"144","MOM's Organic Market:Frederick","5273 Buckeystown Pike","","Frederick","MD","21703","240-566-1444","39.4142688","-77.4105409"
"145","MOM's Organic Market:Herndon","424 Elden Street","","Herndon","VA","20170","703-483-6740","38.9680057","-77.3759421"
"146","MOM's Organic Market:Rockville","11711b Parklawn Drive","","Rockville","MD","20852","(301) 816-4944","39.04759","-77.101114"
"147","MOM's Organic Market:Timonium","20 W Ridgely Road","","Timonium","MD","21093","443-921-1700","39.4300787","-76.6216106"
"148","MOORFIELDS GREEN GROCER","1505 RT 9","","CLIFTON PARK","NY","12065","(518) 383-1613","42.837849","-73.77132"
"149","MORNING DEW NAT FOODS GROCERY","19 SANDY CREEK RD","","BRIDGTON","ME","4009","(207) 647-4003","44.0271313","-70.7028031"
"150","MORNING GLORY NATURAL FOODS","60 MAIN ST","","BRUNSWICK","ME","4011","(207) 729-0546","43.9140162","-69.9669961"
"151","Mother Earth's Storehouse: Kingston","300 Kings Mall Court","","KINGSTON","NY","12401","(845) 336-5541","41.9270367","-73.9973608"
"152","Mustard Seed Natural Living Center","80 Stage RD","","Nottingham","NH","3290","603-679-1800","43.1092881","-71.0852375"
"153","Natural Food Exchange","343 Main Street","","Reading","MA","1867","781 944 8498","42.5182559","-71.1034255"
"154","Natural Green Market","162 3rd Ave","","New York","NY","10003","(212) 780-0263","40.734696","-73.9864458"
"155","NATURAL GROCER-NEWBURYPORT","334 HIGH STREET","","NEWBURYPORT","MA","1950","(978) 463-8713","42.820549","-70.892374"
"156","Natural Health Center","4610 West Main","","Kalamazoo","MI","49006","269-342-9459","42.3010755","-85.6332093"
"157","Natural Living Center","209 Longview Drive","","Bangor","ME","4401","","44.8447565","-68.7402889"
"158","NATURAL PROVISIONS:WILLISTON","329 HARVEST LANE","","WILLISTON","VT","5495","(802) 876-1400","44.448517","-73.115173"
"159","NATURE'S COUNTRY STORE","1782 DOVER RD","","EPSOM","NH","3234","(603) 736-4004","43.2263143","-71.3495263"
"160","NATURE'S GREEN GROCER","374 UNION STREET UNIT 112","","PETERBOROUGH","NH","3458","(603) 924-2233","42.8869527","-71.9821525"
"161","NATURE'S PANTRY:NEWBURGH","142 RT 17K","","NEWBURGH","NY","12550","(845) 567-3355","41.5034271","-74.0104178"
"162","Nature's Pharm of Greenwood","8215 US 31 South","","Indianapolis","IN","46227","317-888-0557","39.646496","-86.133966"
"163","Neighborhood Co-Op Grocery","1815 West Main Street","","Carbondale","IL","62901","(618) 529-3353","37.729549","-89.2414592"
"164","NEW MORNING NATURAL FOODS:KENNEBUNK","3 YORK ST","","KENNEBUNK","ME","4043","(207) 985-6774","43.3842421","-70.5440404"
"165","NEW MORNING NATURAL&ORG","738 MAIN ST. SOUTH","","WOODBURY","CT","6798","(203) 263-4868","41.5256809","-73.2031327"
"166","NEW MORNING: BIDDEFORD","230 MAIN ST","","BIDDEFORD","ME","4005","(207) 282-1434","43.4938763","-70.4568563"
"167","New York Mouth","68 Jay Street","Suite 309","Brooklyn","NY","11201","718-576-2608","40.7027612","-73.9867783"
"168","NORTHAMPTON CORNUCOPIA","150 MAIN STREET SUITE B","","NORTHAMPTON","MA","1060","(413) 586-3800","42.3180823","-72.6306152"
"169","Norton's USA","400 Lageschulte Street","","Barrington","IL","60010","847-382-8872","42.151496","-88.143372"
"170","Ocean Beach People's Food Store","4765 Voltaire Street","","San Diego","CA","92107","(619) 224-1387","32.749666","-117.2429804"
"171","Of a Kind",""45 Engerman Ave.",""","Ste G","Denton","MD","21692","","38.870102","-75.820136"
"172","Olive and Thyme","4013 Riverside Drive","","Burbank","CA","91505","310-710-4490","34.1520508","-118.343655"
"173","Olives and Grace","81 Pembroke Street","","Boston","MA","2118","617.236.4536","42.3377967","-71.0705763"
"174","Over the Moon","200 West Colorado Ave","Unit 1","Telluride","CO","81435","970-728-2079","37.9374098","-107.8118213"
"175","Ozark Natural Foods","1554 N. College Ave","","Fayetteville","AR","72703","479.521.7558","36.0821789","-94.154753"
"176","Pacific Health Foods","944 Linden Ave","","Carpinteria","CA","93014","805-684-2115","34.398436","-119.5187939"
"177","Palmer's Supermarket","264 Heights Rd","","Darien","CT","6820","203-655-2077","41.069778","-73.496191"
"178","People's Food Coop: Ann Arbor","216 N 4th Ave","","Ann Arbor","MI","48104","(734) 994-9174","42.2828403","-83.7470214"
"179","Perelandra Natural Food Center","175 Remsen Street","","Brooklyn","NY","11201","","40.693496","-73.99137"
"180","PHILBRICK'S FRESH MARKET","775 LAFAYETTE ROAD","","PORTSMOUTH","NH","3801","603 379 2500","43.0530809","-70.7688978"
"181","PHILBRICK'S FRESH MARKET: North Hampton","69 Lafayette RD","","North Hampton","NH","3862","(603) 379-2500","42.9972144","-70.8166646"
"182","Plum Market: Ann Arbor","375 North Maple Road","","Ann Arbor","MI","48103","734-827-5000","42.2845679","-83.7807529"
"183","Plum Market: Corporate","","","","","","","",""
"184","Plum Market: West Bloomfield","6565 Orchard Plaza","","West Bloomfield","MI","48322","248-626-7000","42.5422403","-83.358917"
"185","Plum Market:Bloomfield","3675 W Maple Rd","","Bloomfield","MI","48301","","42.5415192","-83.3041061"
"186","Portland Trading Co.","157 Middle Street","","Portland","ME","4101","(207) 899-0228","43.6580716","-70.2539809"
"187","Pure Sprouts Organic Delivery","6900 Hamilton Blvd. PMB 109","","Trexlertown","PA","18087","610-391-1952","40.547224","-75.6018947"
"188","PURE-N-SIMPLE","4 EAST WASHINGTON ST","","GLENS FALLS","NY","12801","(518) 798-4047","43.313176","-73.6466499"
"189","Quidsi Eastern Fulfillment","600 First Ave","","Gouldsboro","PA","18424","866-306-7744","41.2445293","-75.4560183"
"190","Quidsi McCarran WFC","555 Milan Dr.","","McCarran","NV","89434","86630677744","39.5268671","-119.6246269"
"191","Rising Tide Natural Market","42 Forest Ave","","Glen Cove","NY","11542","(516) 676-7895","40.871242","-73.6263743"
"192","River Valley Market Coop","300 N King Street","","Northampton","MA","1060","(413) 584-2665","42.3465042","-72.6430834"
"193","Roots Market:Clarksville","5805 Clarksville Square Drive","","Clarksville","MD","21029","443-535-9321","39.2125392","-76.937909"
"194","Roots Natural Foods","100 Crawford St","","Leominster","MA","1453","978-534-7668","42.5250906","-71.759794"
"195","ROYAL RIVER:FREEPORT","443 US ROUTE 1","","FREEPORT","ME","4032","(207) 865-0046","43.8350483","-70.1259506"
"196","RUTLAND AREA FOOD CO OP","77 WALES STREET","","RUTLAND","VT","5701","(802) 773-0737","43.6056557","-72.9774325"
"197","Saint Mark's School","25 Marlboro Road","","Southborough","MA","1772","","42.3098166","-71.5300645"
"198","Sautter's Food Center","5519 South Main Street","","Slyvania","OH","43560","","41.6992425","-83.7305392"
"199","Save Our Heritage Organisation","2476 San Diego Avenue","","San Diego","CA","92110","619-297-9327","32.752531","-117.1944755"
"200","Savenor's Market:Charles Street","160 Charles Street","","BOSTON","MA","2114","(617) 576-6328","42.3604313","-71.0709387"
"201","SAVENORS SUPPLY CO.-BOSTON","160 CHARLES ST","","BOSTON","MA","2114","(617) 723-6328","42.3604313","-71.0709387"
"202","SAVENOR'S SUPPLY CO.-CAMB","92 KIRKLAND STREET","","CAMBRIDGE","MA","2138","(617) 876-7070","42.3779599","-71.1074241"
"203","Shaw's Mt. Auburn","699 Mt. Auburn Street","","Cambridge","MA","2138","617-876-1450","42.362928","-71.103962"
"204","Shaw's: Chestnut Hill","1 Boylston St","","Chestnut Hill","MA","2467","617-232-3854","42.3220489","-71.1697387"
"205","Shaw's: Prudential","53 Huntington Ave","","Boston","MA","2199","617-262-4688","42.3476545","-71.0793845"
"206","Shubie's Marketplace Wines and Spirits","16 Atlanic Ave","","Marblehead","MA","1945","781-631-0149","42.482128","-70.889107"
"207","SmartWool","3495 Airport Circle","","Steamboat Springs","CO","80487","970-875-2320","40.4849769","-106.8317158"
"208","Snap Top Market","303 COLUMBUS AVENUE","","Boston","MA","","978 580 0545","42.3461665","-71.0748833"
"209","SOAP.com:Central Fulfillment Center","S 14601 W 99th St","","Lenexa","KS","66215","8663067744","38.9482519","-94.754868"
"210","SOUTH ROYALTON MARKET","P.O BOX 239","","SOUTH ROYALTON","VT","5068","(802) 763-2400","43.8205295","-72.5213419"
"211","Southport Grocery & Cafe","3552 N. Southport","","Chicago","IL","60657","","41.943744","-87.663619"
"212","Spencer's Market",""1265 Battery St"," Fl 5"","","San Francisco","CA","94111","","37.7959362","-122.4000032"
"213","Sprig","1581 England Drive","","Columbus","Ohio","43240","614-886-1452","40.152158","-82.97596"
"214","St. Marks School","25 Marlboro Road","","Southborough","MA","1772","","42.3098166","-71.5300645"
"215","Standard Market","333 E Ogden Ave","","Westmont","IL","60559","630-366-7030","41.8099623","-87.9668163"
"216",""STONYFIELD FARM"," INC"","C/O CAROL CHAPMAN VISITOR CNTR","","LONDONDERRY","NH","3053","(603) 437-4040","42.8842866","-71.4061876"
"217","SUNFLOWER NATURAL FOODS - NH",""390 SO. MAIN ST"," SUITE 1"","","LACONIA","NH","3246","(603) 524-6334","43.5245469","-71.4681819"
"218","SWEET CLOVER MARKET","PO BOX 9003","","ESSEX","VT","5451","(802) 872-8288","44.49","-73.11"
"219","TAFTSVILLE COUNTRY STORE","VICTORIA LYNN BROOKS GENERAL","","TAFTSVILLE","VT","5073","(802) 457-1135","43.6277495","-72.4591002"
"220","Tamworth Lyceum","85 Main St","","Tamworth","NH","3886","603-323-5120","43.8598454","-71.2624595"
"221","The Cave","44 Main Street","","Gloucester","MA","1930","207-359-8008","42.612194","-70.665342"
"222","The Cellar","1 Windy Way","","Nantucket","MA","2554","(508) 228-9123","41.2664748","-70.1019413"
"223","The Drinkery","2 Young Road","","Londonderry","NH","3053","","42.8451395","-71.3639188"
"224","The Fresh Market: Hingham","11 Essington Drive","","HINGHAM","MA","2043","(781) 740-2066","42.2500875","-70.9220916"
"225","The Fresh Market:Corporate","628 Green Valley Road","Suite 500","Greensboro","NC","27408","336-272-1338","36.087292","-79.825322"
"226","The Garden","921 Manhattan Ave","","Brooklyn","NY","1222","(718) 389-6448","40.730705","-73.954638"
"227","The GEM","7721 Inwood Road","","Dallas","TX","75209","214.808.1907","32.8500972","-96.8214842"
"228","The Green Scene","617 MICHIGAN AVE","","Walker","MN","56484","218-547-2880","47.100375","-94.584982"
"229","THE LOCAL GROCER","3358 WHITE MOUNTAIN HWY","","INTERVALE","NH","3845","(603) 356-6068","44.0707372","-71.1427904"
"230","The Market","44 Front Street","","Greenport","NY","11944","(631) 477-8803","41.1024055","-72.3601943"
